original,normalized
a muốn đưa e đi xem một bộ phim hay,anh muốn đưa em đi xem một bộ phim hay
e đừng bao giờ bỏ cuộc giữa chừng nhé,em đừng bao giờ bỏ cuộc giữa chừng nhé
a muốn hỏi e về dự định tương lai,anh muốn hỏi em về dự định tương lai
e đã đi ngủ chưa hay e còn thức,em đã đi ngủ chưa hay em còn thức
a nghĩ e nên nghỉ ngơi một chút đi,anh nghĩ em nên nghỉ ngơi một chút đi
e có muốn đi du lịch cùng a không,em có muốn đi du lịch cùng anh không
tôi thấy e rất có năng khiếu nghệ thuật,tôi thấy em rất có năng khiếu nghệ thuật
a luôn muốn bảo vệ và che chở cho e,anh luôn muốn bảo vệ và che chở cho em
e phải làm bài tập về nhà cho xong,em phải làm bài tập về nhà cho xong
bố mẹ rất tự hào về đứa e này,bố mẹ rất tự hào về đứa em này
a hy vọng e sẽ luôn hạnh phúc,anh hy vọng em sẽ luôn hạnh phúc
e đã bao giờ nghĩ về ước mơ của mình chưa,em đã bao giờ nghĩ về ước mơ của mình chưa
a sẽ dạy e cách chơi đàn piano,anh sẽ dạy em cách chơi đàn piano
e có muốn ăn món này không để a làm,em có muốn ăn món này không để anh làm
e nên tin vào chính bản thân mình,em nên tin vào chính bản thân mình
chú ý đừng để e bị lạc trong siêu thị,chú ý đừng để em bị lạc trong siêu thị
a đã chuẩn bị một món quà bất ngờ cho e,anh đã chuẩn bị một món quà bất ngờ cho em
e có thích đi dạo biển vào buổi chiều không,em có thích đi dạo biển vào buổi chiều không
mọi người đều muốn e được bình an,mọi người đều muốn em được bình an
e có thể làm được mọi thứ e muốn,em có thể làm được mọi thứ em muốn
a luôn sẵn lòng lắng nghe e nói,anh luôn sẵn lòng lắng nghe em nói
tôi thấy e rất có trách nhiệm đó,tôi thấy em rất có trách nhiệm đó
lô mày đang làm gì đó,tao đang làm gì đó
lô mọi người đã đến chưa vậy,xin chào mọi người đã đến chưa vậy
lô bạn có rảnh để nói chuyện không,xin chào bạn có rảnh để nói chuyện không
lô để tao kể cho mày nghe chuyện này,xin chào để tao kể cho mày nghe chuyện này
tôi cảm thấy bùn vì trời mưa cả ngày,tôi cảm thấy buồn vì trời mưa cả ngày
tôi không muốn đi chơi đâu tôi bùn lắm,tôi không muốn đi chơi đâu tôi buồn lắm
chuyện đó đã làm cho cô ấy rất bùn,chuyện đó đã làm cho cô ấy rất buồn
tại sao bạn lại có vẻ bùn bã thế,tại sao bạn lại có vẻ buồn bã thế
mọi người đã wa khỏi cơn khó khăn này,mọi người đã qua khỏi cơn khó khăn này
tôi sẽ wa nhà bạn vào tối nay nhé,tôi sẽ qua nhà bạn vào tối nay nhé
nó nói rằng nó sẽ wa đón tôi,nó nói rằng nó sẽ qua đón tôi
chuyện này đã wa lâu rồi đừng nhắc lại,chuyện này đã qua lâu rồi đừng nhắc lại
lô tao gọi cho mày cả buổi sáng đó,xin chào tao gọi cho mày cả buổi sáng đó
lô bạn có khỏe không lâu rồi không gặp,xin chào bạn có khỏe không lâu rồi không gặp
lô bạn đang ở đâu đó,xin chào bạn đang ở đâu đó
chuyện này làm tôi bùn mấy ngày liền,chuyện này làm tôi buồn mấy ngày liền
cậu ấy bùn vì không đạt được kết quả tốt,cậu ấy buồn vì không đạt được kết quả tốt
cô ấy đang rất bùn vì phải đi xa,cô ấy đang rất buồn vì phải đi xa
mày hãy wa đây chơi với tao đi,mày hãy qua đây chơi với tao đi
chúng tôi đã wa mùa đông lạnh giá rồi,chúng tôi đã qua mùa đông lạnh giá rồi
lô cả nhà bạn có khỏe không,xin chào cả nhà bạn có khỏe không
lô để tao giới thiệu người bạn này cho mày,xin chào để tao giới thiệu người bạn này cho mày
lô hôm nay mày có đi học không,xin chào hôm nay mày có đi học không
tôi bùn vì bị mất món đồ yêu thích,tôi buồn vì bị mất món đồ yêu thích
anh ấy thấy bùn vì không ai hiểu mình,anh ấy thấy buồn vì không ai hiểu mình
mày đừng bùn nữa cười lên đi,mày đừng buồn nữa cười lên đi
cô ấy đã wa được cú sốc lớn đó rồi,cô ấy đã qua được cú sốc lớn đó rồi
tôi sẽ không bao giờ wa đó nữa đâu,tôi sẽ không bao giờ qua đó nữa đâu
lô chúng ta đi ăn trưa cùng nhau nhé,xin chào chúng ta đi ăn trưa cùng nhau nhé
lô bạn đã ăn sáng chưa,xin chào bạn đã ăn sáng chưa
lô lâu quá mới nói chuyện lại với mày,xin chào lâu quá mới nói chuyện lại với mày
tôi bùn vì không được đi du lịch,tôi buồn vì không được đi du lịch
mọi người đều bùn khi nghe tin đó,mọi người đều buồn khi nghe tin đó
cậu ấy đã nói lời tạm biệt trong bùn bã,cậu ấy đã nói lời tạm biệt trong buồn bã
mọi chuyện rồi sẽ wa thôi đừng lo lắng,mọi chuyện rồi sẽ qua thôi đừng lo lắng
bạn có muốn wa phòng tôi xem phim không,bạn có muốn qua phòng tôi xem phim không
anh ấy sẽ wa nước ngoài làm việc,anh ấy sẽ qua nước ngoài làm việc
lô hẹn gặp mày vào ngày mai nhé,xin chào hẹn gặp mày vào ngày mai nhé
tôi bùn vì phải xa gia đình,tôi buồn vì phải xa gia đình
sau tất cả mọi khó khăn đã wa rồi,sau tất cả mọi khó khăn đã qua rồi
tôi thấy mình thật hp khi có bạn bè tốt,tôi thấy mình thật hạnh phúc khi có bạn bè tốt
cuộc sống này sẽ hp hơn nếu ta biết ơn,cuộc sống này sẽ hạnh phúc hơn nếu ta biết ơn
cô ấy đang sống một cuộc sống rất hp,cô ấy đang sống một cuộc sống rất hạnh phúc
tôi chúc bạn luôn luôn hp trong cuộc sống,tôi chúc bạn luôn luôn hạnh phúc trong cuộc sống
hp không phải là đích đến mà là hành trình,hạnh phúc không phải là đích đến mà là hành trình
anh ấy đã tìm thấy hp đích thực của mình,anh ấy đã tìm thấy hạnh phúc đích thực của mình
chúng tôi cảm thấy hp khi gia đình sum vầy,chúng tôi cảm thấy hạnh phúc khi gia đình sum vầy
nụ cười của em là nguồn hp của tôi,nụ cười của em là nguồn hạnh phúc của tôi
tiền bạc không mua được hp thật sự,tiền bạc không mua được hạnh phúc thật sự
tôi tin rằng mọi người đều xứng đáng được hp,tôi tin rằng mọi người đều xứng đáng được hạnh phúc
chuyện tình của họ kết thúc bằng một đám cưới hp,chuyện tình của họ kết thúc bằng một đám cưới hạnh phúc
họ đã học được cách tạo ra hp cho chính mình,họ đã học được cách tạo ra hạnh phúc cho chính mình
hp đôi khi đến từ những điều rất nhỏ bé,hạnh phúc đôi khi đến từ những điều rất nhỏ bé
mọi người đều mong muốn một cuộc sống hp,mọi người đều mong muốn một cuộc sống hạnh phúc
tôi cảm thấy mình rất hp vì đã vượt qua khó khăn,tôi cảm thấy mình rất hạnh phúc vì đã vượt qua khó khăn
bạn có biết bí quyết để sống hp là gì không,bạn có biết bí quyết để sống hạnh phúc là gì không
tìm kiếm hp là một hành trình dài và ý nghĩa,tìm kiếm hạnh phúc là một hành trình dài và ý nghĩa
cô ấy nói rằng cô ấy đang rất hp,cô ấy nói rằng cô ấy đang rất hạnh phúc
chúng ta nên trân trọng những khoảnh khắc hp,chúng ta nên trân trọng những khoảnh khắc hạnh phúc
tôi chỉ cần một cuộc sống bình yên và hp,tôi chỉ cần một cuộc sống bình yên và hạnh phúc
tôi nghĩ mình đã tìm được người mang lại hp,tôi nghĩ mình đã tìm được người mang lại hạnh phúc
sống vì người khác cũng là một cách để tìm thấy hp,sống vì người khác cũng là một cách để tìm thấy hạnh phúc
mọi người đều hy vọng cho một tương lai hp,mọi người đều hy vọng cho một tương lai hạnh phúc
hp là cảm giác được yêu thương và tôn trọng,hạnh phúc là cảm giác được yêu thương và tôn trọng
tôi luôn cố gắng lan tỏa sự hp đến mọi người,tôi luôn cố gắng lan tỏa sự hạnh phúc đến mọi người
anh ấy làm mọi thứ để thấy vợ mình hp,anh ấy làm mọi thứ để thấy vợ mình hạnh phúc
tôi cảm ơn những điều hp mà cuộc sống ban tặng,tôi cảm ơn những điều hạnh phúc mà cuộc sống ban tặng
cô ấy nói cô ấy hp khi được làm điều mình thích,cô ấy nói cô ấy hạnh phúc khi được làm điều mình thích
chúng ta nên tự tạo ra hp cho chính mình,chúng ta nên tự tạo ra hạnh phúc cho chính mình
tôi mong muốn tất cả mọi người đều được hp,tôi mong muốn tất cả mọi người đều được hạnh phúc
một gia đình hp là điều tuyệt vời nhất,một gia đình hạnh phúc là điều tuyệt vời nhất
bạn có thấy mình hp hơn mỗi ngày không,bạn có thấy mình hạnh phúc hơn mỗi ngày không
anh ấy đã hy sinh nhiều để có được hp này,anh ấy đã hy sinh nhiều để có được hạnh phúc này
tôi tin rằng sự lạc quan mang lại hp,tôi tin rằng sự lạc quan mang lại hạnh phúc
hp không đến từ bên ngoài mà đến từ bên trong,hạnh phúc không đến từ bên ngoài mà đến từ bên trong
cô ấy nói rằng việc nhỏ cũng làm cô ấy hp,cô ấy nói rằng việc nhỏ cũng làm cô ấy hạnh phúc
chúng tôi đang xây dựng một tổ ấm hp,chúng tôi đang xây dựng một tổ ấm hạnh phúc
tôi cảm thấy hp khi nhìn thấy bạn cười,tôi cảm thấy hạnh phúc khi nhìn thấy bạn cười
mọi người đều xứng đáng có được hp,mọi người đều xứng đáng có được hạnh phúc
a muốn e luôn luôn hp,anh muốn em luôn luôn hạnh phúc
có con cak gì đâu mà sợ,có con cặc gì đâu mà sợ
khóc lóc con cak gì?,khóc lóc con cặc gì?
Mày là thằng con cak,Mày là thằng con cặc
có con cak tao nè,có con cặc tao nè
mày thì biết con cak gì mà nói,mày thì biết con cặc gì mà nói
hát như con cak,hát như con cặc
Thể hiện quan điểm con cak,Thể hiện quan điểm con cặc
Nói nghe xàm cak,Nói nghe xàm cặc
Hay ho con cak gì mà khen,hay ho con cặc gì mà khen
Chậm con cak,chậm con cặc
Phong cách của mày như con cak,phong cách của mày như con cặc
Sống như cak mà đi dạy đời người khác hả?,Sống như cặc mà đi dạy đời người khác hả?
Biết cak gì mà nói?,Biết cặc gì mà nói?
Ngậm cak hả?,Ngậm cặc hả?
Ngậm cak thì im mồm,Ngậm cặc thì im mồm
Hát như cc mà tưởng hay,Hát như con cặc mà tưởng hay
Thằng này vẽ như cc,Thằng này vẽ như con cặc
Mày vẽ xấu như cc vậy,Mày vẽ xấu như con cặc vậy
Có cc tao nè,Có con cặc tao nè
Thằng này tao thấy nó như cc vậy mà sao có nhiều người thích thế?,Thằng này tao thấy như con cặc vậy mà sao có nhiều người thích thế?
Thằng này suy nghĩ như cc vậy,Thằng này suy nghĩ như con cặc vậy
Có cc gì đâu mà mày sợ,Có con cặc gì đâu mà mày sợ
Thằng đó ý thức như cc vậy đó,Thằng đó ý thức như con cặc vậy đó
Mắc cc gì mà mày đi trễ hoài vậy?,Mắc con cặc gì mà mày đi trễ hoài vậy?
Tao đã nói việc này rất nhiều lần rồi mà mày vẫn chưa hiểu hả thằng cc,Tao đã nói việc này rất nhiều lần rồi mà mày vẫn chưa hiểu hả thằng con cặc
Mày đúng là ngu như cc,Mày đúng là ngu như con cặc
Mày biết cc gì đâu mà dạy tao,Mày biết con cặc gì đâu mà dạy tao
Học như cc mà muốn đứng đầu lớp,Học như con cặc mà muốn đứng đầu lớp
Đang làm mà cứ lảm nhảm như cc,Đang làm mà cứ lảm nhảm như con cặc
Ăn như cc mà kêu đói,Ăn như con cặc mà kêu đói
Thằng này đánh game như cc,Thằng này đánh game như con cặc
Nói chuyện như cc mà tưởng hay,Nói chuyện như con cặc mà tưởng hay
Đang tập trung mà bị cc làm phiền,Đang tập trung mà bị con cặc làm phiền
Mua đồ như cc mà kêu mắc,Mua đồ như con cặc mà kêu mắc
Thời gian đâu mà cứ cc lướt mạng,Thời gian đâu mà cứ con cặc lướt mạng
Thằng này viết như cc vậy,Thằng này viết như con cặc vậy
Hát như cc mà muốn đi thi,Hát như con cặc mà muốn đi thi
Tư duy như cc mà làm dự án,Tư duy như con cặc mà làm dự án
Mày sống như cc mà kêu khổ,Mày sống như con cặc mà kêu khổ
Trả lời như cc mà muốn điểm cao,Trả lời như con cặc mà muốn điểm cao
Nói cc gì đâu mà ồn,Nói con cặc gì đâu mà ồn
Lên mạng như cc mà tự hào,Lên mạng như con cặc mà tự hào
Thằng này chơi thể thao như cc,Thằng này chơi thể thao như con cặc
Mày vẽ conc mà tưởng đẹp,Mày vẽ con cặc mà tưởng đẹp
Ăn uống như conc,Ăn uống như con cặc
Lái xe như conc mà dám đi nhanh,Lái xe như con cặc mà dám đi nhanh
Học như conc mà vẫn điểm cao,Học như con cặc mà vẫn điểm cao
Ngủ như conc mà kêu mệt,Ngủ như con cặc mà kêu mệt
Tập thể thao như conc mà muốn giỏi,Tập thể thao như con cặc mà muốn giỏi
Nói chuyện như conc mà muốn thuyết phục,Nói chuyện như con cặc mà muốn thuyết phục
Mày tự hào conc gì thế,Mày tự hào con cặc gì thế
Thằng này chơi game như conc thật,Thằng này chơi game như con cặc thật
Lười như conc mà muốn thành công,Lười như con cặc mà muốn thành công
Hát như conc mà đi thi,Hát như con cặc mà đi thi
Sống như conc mà muốn chỉ người khác,Sống như con cặc mà muốn chỉ người khác
Lý luận như conc mà muốn tranh luận,Lý luận như con cặc mà muốn tranh luận
Tư duy như conc mà làm dự án,Tư duy như con cặc mà làm dự án
Đi học muộn như conc mà kêu bận,Đi học muộn như con cặc mà kêu bận
Thằng này nói chuyện như conc thật,Thằng này nói chuyện như con cặc thật
Chán vãi l,Chán vãi lồn
Mấy thằng l này ồn quá,Mấy thằng lồn này ồn quá
Có cái l gì đâu mà sợ,Có cái lồn gì đâu mà sợ
Chán vãi l,chán vãi lồn
Mấy thằng l này dở hơi quá,mấy thằng lồn này dở hơi quá
Thời tiết nóng vãi l,Thời tiết nóng vãi lồn
Học bài mệt vãi l,Học bài mệt vãi lồn
Đói vãi l,Đói vãi lồn
Trễ deadline vãi l,Trễ deadline vãi lồn
Đường đông vãi l,Đường đông vãi lồn
Mấy thằng l nhắn tin dở quá,Mấy thằng lồn nhắn tin dở quá
Công việc này khó vãi l,Công việc này khó vãi lồn
Đám đông ồn vãi l,Đám đông ồn vãi lồn
Mấy thằng l nói chuyện bậy quá,Mấy thằng lồn nói chuyện bậy quá
Đi chơi chán vãi l,Đi chán vãi lồn
Cái máy tính này lag vãi l,Cái máy tính lag vãi lồn
Mấy thằng l ăn nhanh quá,Mấy thằng lồn ăn nhanh quá
Truyện này hay vãi l,Truyện này hay vãi lồn
Mấy thằng l này nhây quá,Mấy thằng lồn này nhây quá
Mùa này nóng vãi l,Mùa này nóng vãi lồn
Mấy thằng l hay trễ hẹn quá,Mấy thằng lồn hay trễ hẹn quá
Tao quá mệt mỏi với mấy cái môn học củ l này rồi,Tao quá mệt mỏi với mấy cái môn học củ lồn này rồi
Ngoài đường chán lắm có cái l gì đâu mà chơi,Ngoài đường chán lắm có cái lồn gì đâu mà chơi
Ngoài đánh cờ với học bài ra thì tao không biết làm cái l gì khác,Ngoài đánh cờ với học bài ra thì tao không biết làm cái lồn gì khác
Mấy thằng này suy nghĩ như l mà ý kiến nhiều quá,Mấy thằng này suy nghĩ như lồn mà ý kiến nhiều quá
Mày có ý kiến cái l gì thì nói đi,Mày có ý kiến cái lồn gì thì nói đi
Có ai ý kiến cái l gì nữa không,Có ai ý kiến cái lồn gì nữa không
Tư duy như c mà làm dự án, Tư duy như cặc mà làm dự án
Đi học muộn như c, Đi học muộn như cặc
Thằng này nói chuyện như c thật, Thằng này nói chuyện như cặc thật
Chán vãi c,Chán vãi cặc
Mấy thằng c này ồn quá,Mấy thằng cặc này ồn quá
Có c gì đâu mà sợ,Có cặc gì đâu mà sợ
Chán vãi l, chán vãi lồn
Mấy thằng c này dở hơi quá, mấy thằng cặc này dở hơi quá
Thời tiết nóng vãi c, nóng vãi cặc
Học bài mệt vãi c, mệt vãi cặc
Đói vãi c, đói vãi cặc
Mấy thằng c chơi game nhiều quá, mấy thằng cặc chơi game nhiều quá
Trễ deadline vãi c, trễ deadline vãi cặc
Đường đông vãi c,Đường đông vãi cặc
Mấy thằng c nhắn tin dở quá, mấy thằng cặc nhắn tin dở quá
Công việc này khó vãi c,Công việc này khó vãi cặc
Đám đông ồn vãi c,Đám đông ồn vãi cặc
Mấy thằng c nói chuyện bậy quá, mấy thằng cặc nói chuyện bậy quá
Đi chơi chán vãi c,Đi chơi chán vãi cặc
Cái máy tính này lag vãi c,Cái máy tính lag vãi cặc
Mấy thằng c ăn nhanh quá, mấy thằng cặc ăn nhanh quá
Truyện này hay vãi c,Truyện này hay vãi cặc
Mấy thằng c này nhây quá, mấy thằng cặc này nhây quá
Mùa này nóng vãi c,Mùa này nóng vãi cặc
Mấy thằng c hay trễ hẹn quá, mấy thằng cặc hay trễ hẹn quá
Tao quá mệt mỏi với mấy cái môn học củ c này rồi,Tao quá mệt mỏi với mấy cái môn học củ cặc này rồi
Ngoài đường chán lắm có c gì đâu mà chơi,Ngoài đường chán lắm có cặc gì đâu mà chơi
Ngoài đánh cờ với học bài ra thì tao không biết làm c gì khác,Ngoài đánh cờ với học bài ra thì tao không biết làm cặc gì khác
Mấy thằng này suy nghĩ như c mà ý kiến nhiều quá,Mấy thằng này suy nghĩ như cặc mà ý kiến nhiều quá
Mày có ý kiến cl gì thì nói đi,Mày có ý kiến cái lồn gì thì nói đi
Có ai ý kiến cl gì nữa không,Có ai ý kiến cái lồn gì nữa không
Tư duy như cl mà làm dự án, Tư duy như cái lồn mà làm dự án
Đi học muộn như cl, Đi học muộn như cái lồn
Thằng này nói chuyện như cl thật, Thằng này nói chuyện như cái lồn thật
Chán vãi c,Chán vãi cặc
Có cl gì đâu mà sợ,Có cái lồn gì đâu mà sợ
Mấy thằng cl này dở hơi quá, mấy thằng cái lồn này dở hơi quá
Thời tiết nóng vãi c, nóng vãi cặc
Học bài mệt vãi c, mệt vãi cặc
Đói vãi c, đói vãi cặc
Mấy thằng c chơi game nhiều quá, mấy thằng cặc chơi game nhiều quá
Trễ deadline vãi c, trễ deadline vãi cặc
Đường đông vãi c,Đường đông vãi cặc
Mấy thằng c nhắn tin dở quá, mấy thằng cặc nhắn tin dở quá
Công việc này khó vãi c,Công việc này khó vãi cặc
Đám đông ồn vãi c,Đám đông ồn vãi cặc
Mấy thằng c nói chuyện bậy quá, mấy thằng cặc nói chuyện bậy quá
Đi chơi chán vãi c,Đi chơi chán vãi cặc
Cái máy tính này lag vãi c,Cái máy tính lag vãi cặc
Mấy thằng c ăn nhanh quá, mấy thằng cặc ăn nhanh quá
Truyện này hay vãi c,Truyện này hay vãi cặc
Mấy thằng c này nhây quá, mấy thằng cặc này nhây quá
Mùa này nóng vãi c,Mùa này nóng vãi cặc
Mấy thằng c hay trễ hẹn quá, mấy thằng cặc hay trễ hẹn quá
Tao quá mệt mỏi với mấy cái môn học củ c này rồi,Tao quá mệt mỏi với mấy cái môn học củ cặc này rồi
Ngoài đường chán lắm có c gì đâu mà chơi,Ngoài đường chán lắm có cặc gì đâu mà chơi
Ngoài đánh cờ với học bài ra thì tao không biết làm c gì khác,Ngoài đánh cờ với học bài ra thì tao không biết làm cặc gì khác
Mấy thằng này suy nghĩ như c mà ý kiến nhiều quá,Mấy thằng này suy nghĩ như cặc mà ý kiến nhiều quá
Mày có ý kiến cl gì thì nói đi,Mày có ý kiến cái lồn gì thì nói đi
Có ai ý kiến cl gì nữa không,Có ai ý kiến cái lồn gì nữa không
Tao có thấy cl gì đâu,Tao có thấy cái lồn gì đâu
Có cl gì đâu mà lo lắng vậy,Có cái lồn gì đâu mà lo lắng vậy
Có mấy cl này mà sai hoài,Có mấy cái lồn này mà sai hoài
Mấy cl này dễ mà,Mấy cái lồn này dễ mà
Có cl gì đâu mà khóc lóc hoài vậy,Có cái lồn gì đâu mà khóc lóc hoài vậy
20 triệu thì chỉ mua được cl thôi chứ không mua được xe hơi đâu,20 triệu thì chỉ mua được cái lồn thôi không mua được xe hơi đâu
Tao không đem cl gì theo hết,Tao không đem cái lồn gì theo hết
Mày làm cl gì thế này,Mày làm cái lồn gì thế này
Tao không cần cl đó,Tao không cần cái lồn đó
Cái cl này lỗi hoài,Cái lồn này lỗi hoài
Mày nghĩ cl gì cũng được,Mày nghĩ cái lồn gì cũng được
Có cl gì mà to tát đâu,Có cái lồn gì mà to tát đâu
Mày định làm cl gì tiếp,Mày định làm cái lồn gì tiếp
Cái cl này thật là dở,Cái lồn này thật là dở
Mày nói cl gì vậy trời,Mày nói cái lồn gì vậy trời
Tao không hiểu cl gì luôn,Tao không hiểu cái lồn gì luôn
Có cl gì mà ghê gớm đâu,Có cái lồn gì mà ghê gớm đâu
Đừng làm cl này nữa nha,Đừng làm cái lồn này nữa nha
Tao muốn vứt cl này đi,Tao muốn vứt cái lồn này đi
Chuyện cl này chả quan trọng,Chuyện cái lồn này chả quan trọng
Mày có ý kiến cái loz gì thì nói đi,Mày có ý kiến cái lồn gì thì nói đi
Có ai ý kiến cái loz gì nữa không,Có ai ý kiến cái lồn gì nữa không
Tao có thấy cái loz gì đâu,Tao có thấy cái lồn gì đâu
Có cái loz gì đâu mà lo lắng vậy,Có cái lồn gì đâu mà lo lắng vậy
Có mấy cái loz này mà sai hoài,Có mấy cái lồn này mà sai hoài
Mấy cái loz này dễ mà,Mấy cái lồn này dễ mà
Có cái loz gì đâu mà khóc lóc hoài vậy,Có cái lồn gì đâu mà khóc lóc hoài vậy
20 triệu thì chỉ mua được cái loz thôi chứ không mua được xe hơi đâu,20 triệu thì chỉ mua được cái lồn thôi không mua được xe hơi đâu
Tao không đem cái loz gì theo hết,Tao không đem cái lồn gì theo hết
Mày làm cái loz gì thế này,Mày làm cái lồn gì thế này
Tao không cần cái loz đó,Tao không cần cái lồn đó
Cái loz này lỗi hoài,Cái lồn này lỗi hoài
Mày nghĩ cái loz gì cũng được,Mày nghĩ cái lồn gì cũng được
Có cái loz gì mà to tát đâu,Có cái lồn gì mà to tát đâu
Mày định làm cái loz gì tiếp,Mày định làm cái lồn gì tiếp
Cái loz này thật là dở,Cái lồn này thật là dở
Mày nói cái loz gì vậy trời,Mày nói cái lồn gì vậy trời
Tao không hiểu cái loz gì luôn,Tao không hiểu cái lồn gì luôn
Có cái loz gì mà ghê gớm đâu,Có cái lồn gì mà ghê gớm đâu
Đừng làm cái loz này nữa nha,Đừng làm cái lồn này nữa nha
Tao muốn vứt cái loz này đi,Tao muốn vứt cái lồn này đi
Chuyện loz này chả quan trọng,Chuyện lồn này chả quan trọng
Mày có ý kiến cái ln gì thì nói đi,Mày có ý kiến cái lồn gì thì nói đi
Có ai ý kiến cái ln gì nữa không,Có ai ý kiến cái lồn gì nữa không
Tao có thấy cái ln gì đâu,Tao có thấy cái lồn gì đâu
Có cái ln gì đâu mà lo lắng vậy,Có cái lồn gì đâu mà lo lắng vậy
Có mấy cái ln này mà sai hoài,Có mấy cái lồn này mà sai hoài
Mấy cái ln này dễ mà,Mấy cái lồn này dễ mà
Có cái ln gì đâu mà khóc lóc hoài vậy,Có cái lồn gì đâu mà khóc lóc hoài vậy
20 triệu thì chỉ mua được cái ln thôi chứ không mua được xe hơi đâu,20 triệu thì chỉ mua được cái lồn thôi không mua được xe hơi đâu
Tao không đem cái ln gì theo hết,Tao không đem cái lồn gì theo hết
Mày làm cái ln gì thế này,Mày làm cái lồn gì thế này
Tao không cần cái ln đó,Tao không cần cái lồn đó
Cái ln này lỗi hoài,Cái lồn này lỗi hoài
Mày nghĩ cái ln gì cũng được,Mày nghĩ cái lồn gì cũng được
Có cái ln gì mà to tát đâu,Có cái lồn gì mà to tát đâu
Mày định làm cái ln gì tiếp,Mày định làm cái lồn gì tiếp
Cái ln này thật là dở,Cái lồn này thật là dở
Mày nói cái ln gì vậy trời,Mày nói cái lồn gì vậy trời
Tao không hiểu cái ln gì luôn,Tao không hiểu cái lồn gì luôn
Có cái ln gì mà ghê gớm đâu,Có cái lồn gì mà ghê gớm đâu
Đừng làm cái ln này nữa nha,Đừng làm cái lồn này nữa nha
Tao muốn vứt cái ln này đi,Tao muốn vứt cái lồn này đi
Chuyện ln này chả quan trọng,Chuyện lồn này chả quan trọng
Mày có ý kiến cái lol gì thì nói đi,Mày có ý kiến cái lồn gì thì nói đi
Có ai ý kiến cái lol gì nữa không,Có ai ý kiến cái lồn gì nữa không
Tao có thấy cái lol gì đâu,Tao có thấy cái lồn gì đâu
Có cái lol gì đâu mà lo lắng vậy,Có cái lồn gì đâu mà lo lắng vậy
Có mấy cái lol này mà sai hoài,Có mấy cái lồn này mà sai hoài
Mấy cái lol này dễ mà,Mấy cái lồn này dễ mà
Có cái lol gì đâu mà khóc lóc hoài vậy,Có cái lồn gì đâu mà khóc lóc hoài vậy
20 triệu thì chỉ mua được cái lol thôi chứ không mua được xe hơi đâu,20 triệu thì chỉ mua được cái lồn thôi không mua được xe hơi đâu
Tao không đem cái lol gì theo hết,Tao không đem cái lồn gì theo hết
Mày làm cái lol gì thế này,Mày làm cái lồn gì thế này
Tao không cần cái lol đó,Tao không cần cái lồn đó
Cái lol này lỗi hoài,Cái lồn này lỗi hoài
Mày nghĩ cái lol gì cũng được,Mày nghĩ cái lồn gì cũng được
Có cái lol gì mà to tát đâu,Có cái lồn gì mà to tát đâu
Mày định làm cái lol gì tiếp,Mày định làm cái lồn gì tiếp
Cái lol này thật là dở,Cái lồn này thật là dở
Mày nói cái lol gì vậy trời,Mày nói cái lồn gì vậy trời
Tao không hiểu cái lol gì luôn,Tao không hiểu cái lồn gì luôn
Có cái lol gì mà ghê gớm đâu,Có cái lồn gì mà ghê gớm đâu
Đừng làm cái lol này nữa nha,Đừng làm cái lồn này nữa nha
Tao muốn vứt cái lol này đi,Tao muốn vứt cái lồn này đi
Chuyện lol này chả quan trọng,Chuyện lồn này chả quan trọng
Mày có ý kiến cloz gì thì nói đi,Mày có ý kiến cái lồn gì thì nói đi
Có ai ý kiến cloz gì nữa không,Có ai ý kiến cái lồn gì nữa không
Tao có thấy cloz gì đâu,Tao có thấy cái lồn gì đâu
Có cloz gì đâu mà lo lắng vậy,Có cái lồn gì đâu mà lo lắng vậy
Có mấy cloz này mà sai hoài,Có mấy cái lồn này mà sai hoài
Mấy cloz này dễ mà,Mấy cái lồn này dễ mà
Có cloz gì đâu mà khóc lóc hoài vậy,Có cái lồn gì đâu mà khóc lóc hoài vậy
20 triệu thì chỉ mua được cloz thôi chứ không mua được xe hơi đâu,20 triệu thì chỉ mua được cái lồn thôi không mua được xe hơi đâu
Tao không đem cloz gì theo hết,Tao không đem cái lồn gì theo hết
Mày làm cloz gì thế này,Mày làm cái lồn gì thế này
Tao không cần cloz đó,Tao không cần cái lồn đó
Cái cloz này lỗi hoài,Cái lồn này lỗi hoài
Mày nghĩ cloz gì cũng được,Mày nghĩ cái lồn gì cũng được
Có cloz gì mà to tát đâu,Có cái lồn gì mà to tát đâu
Mày định làm cloz gì tiếp,Mày định làm cái lồn gì tiếp
Cái cloz này thật là dở,Cái lồn này thật là dở
Mày nói cloz gì vậy trời,Mày nói cái lồn gì vậy trời
Tao không hiểu cloz gì luôn,Tao không hiểu cái lồn gì luôn
Có cloz gì mà ghê gớm đâu,Có cái lồn gì mà ghê gớm đâu
Đừng làm cloz này nữa nha,Đừng làm cái lồn này nữa nha
Tao muốn vứt cloz này đi,Tao muốn vứt cái lồn này đi
Chuyện cloz này chả quan trọng,Chuyện cái lồn này chả quan trọng
học sinh cần giữ gìn sgk cẩn thận,học sinh cần giữ gìn sgk cẩn thận
nội dung sách giáo khoa năm nay có nhiều cải tiến,nội dung sách giáo khoa năm nay có nhiều cải tiến
giá một bộ sgk lớp một khá cao,giá một bộ sgk lớp một khá cao
thư viện trường có cho mượn sgk cũ,thư viện trường có cho mượn sgk cũ
